model	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K04699	157.87	full	all	0.995034	1611	1515	5894	504	3.98	0.590	suppressor of cytokine signaling 6/7
K04701	264.90	full	all	0.965827	675	605	1319	308	2.64	0.590	cytokine inducible SH2-containing protein
K04702	559.20	full	all	0.811475	1120	921	3671	527	3.81	0.590	proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]
K04703	178.67	full	all	0.999373	1800	1597	4287	490	2.65	0.590	sprouty-related, EVH1 domain-containing protein
K04704	410.90	full	all	0.984347	490	421	931	422	0.99	0.590	protein sprouty homolog 1
K04705	230.40	domain	all	0.944554	1441	1356	4953	723	4.47	0.590	signal transducing adaptor molecule
K04706	560.40	full	all	0.577686	1435	1322	8911	762	8.35	0.590	E3 SUMO-protein ligase PIAS1 [EC:2.3.2.-]
K04707	1014.73	domain	all	0.886663	928	909	5487	744	1.25	0.589	E3 ubiquitin-protein ligase CBL [EC:2.3.2.27]
K04708	234.23	domain	all	0.841803	1993	1858	3545	543	6.92	0.590	3-dehydrosphinganine reductase [EC:1.1.1.102]
K04709	278.93	full	all	0.998870	455	446	2279	523	3.20	0.590	very-long-chain ceramide synthase [EC:2.3.1.297]
K04710	214.20	full	all	0.987877	588	537	2156	474	2.95	0.590	sphingoid base N-stearoyltransferase [EC:2.3.1.299]
K04711	153.63	full	all	0.978385	1317	1167	1856	329	4.35	0.590	dihydroceramidase [EC:3.5.1.-]
K04712	146.23	full	all	0.995228	2043	1879	2690	448	2.61	0.590	sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]
K04713	155.17	domain	all	0.996663	985	901	1459	392	2.78	0.590	sphinganine C4-monooxygenase [EC:1.14.18.5]
K04714	399.87	full	all	0.971651	1448	1272	2995	544	3.96	0.590	sphingomyelin synthase / ceramide phosphoethanolamine synthase / phosphatidylethanolamine phospholipase C [EC:2.7.8.27 2.7.8.48 3.1.4.62]
K04715	439.90	full	all	0.946526	1381	1361	5830	719	4.44	0.590	ceramide kinase [EC:2.7.1.138]
K04716	474.77	full	trim	0.923774	896	868	1772	457	2.16	0.590	sphingosine-1-phosphate phosphatase 1 [EC:3.1.3.-]
K04717	452.50	domain	all	0.931449	522	506	1517	428	2.52	0.590	sphingosine-1-phosphate phosphotase 2 [EC:3.1.3.-]
K04718	279.03	full	all	0.989810	1861	1817	6792	591	5.12	0.590	sphingosine kinase [EC:2.7.1.91]
K04719	249.03	domain	all	0.792827	2073	1791	1215	485	4.60	0.590	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]
K04720	315.73	domain	trim	0.845589	1523	1372	2180	528	5.47	0.590	threonine-phosphate decarboxylase [EC:4.1.1.81]
K04721	174.57	full	all	0.937911	687	640	1737	362	5.58	0.590	tumor necrosis factor ligand superfamily member 10
K04722	226.13	domain	all	0.939913	717	713	3919	548	8.26	0.590	tumor necrosis factor receptor superfamily member 10A/B
K04723	498.70	domain	trim	0.975480	481	459	2624	677	1.71	0.589	interleukin 1 receptor accessory protein
K04724	338.83	domain	all	0.978900	518	506	1733	600	2.85	0.590	CASP8 and FADD-like apoptosis regulator
K04725	535.43	domain	all	0.813057	613	588	4037	534	5.85	0.590	E3 ubiquitin-protein ligase XIAP [EC:2.3.2.27]
K04726	98.50	full	all	0.998742	428	401	1043	258	3.77	0.590	BH3 interacting domain death agonist
K04727	297.83	domain	all	0.993247	843	815	4616	656	2.43	0.590	apoptosis-inducing factor 1 [EC:1.-.-.-]
K04728	842.57	full	all	0.987773	1119	1116	17156	3417	7.62	0.590	serine-protein kinase ATM [EC:2.7.11.1]
K04729	120.03	domain	all	0.997489	848	799	3278	507	7.48	0.590	myeloid differentiation primary response protein MyD88
K04730	460.60	domain	trim	0.948660	633	625	4316	749	4.25	0.590	interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
K04731	648.33	full	all	0.989174	325	322	2293	750	1.85	0.590	interleukin-1 receptor-associated kinase 2 [EC:2.7.11.1]
K04732	491.70	full	trim	0.996616	303	297	1681	650	1.74	0.591	interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]
K04733	383.83	domain	all	0.922348	742	706	2860	592	5.61	0.590	interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
K04734	292.60	domain	all	0.939151	1020	932	2322	408	4.16	0.590	NF-kappa-B inhibitor alpha
K04735	646.07	full	all	0.944591	448	427	2444	610	2.35	0.590	transcription factor p65
K04736	88.13	full	all	1.000000	108	98	436	165	2.15	0.590	interleukin 3
K04737	310.77	domain	trim	0.951966	142	135	2365	651	3.14	0.590	interleukin 3 receptor alpha
K04738	220.83	domain	trim	0.992009	566	561	3194	912	5.23	0.590	cytokine receptor common subunit beta
K04739	290.00	domain	all	0.965499	3294	2661	6056	458	3.61	0.590	cAMP-dependent protein kinase regulator
K04740	1039.37	domain	all	0.929342	182	181	1827	832	1.18	0.590	calpain-12 [EC:3.4.22.-]
K04741	524.13	domain	all	0.810022	132	129	1068	403	1.37	0.590	caspase 12 [EC:3.4.22.-]
K04742	352.57	domain	all	0.967697	816	755	1913	417	3.45	0.590	chondroitin 4-sulfotransferase 12 [EC:2.8.2.5]
K04743	534.03	full	trim	0.991176	421	398	1135	491	0.93	0.591	chondroitin 6-sulfotransferase 7 [EC:2.8.2.17]
K04744	108.73	domain	all	0.999464	4254	3729	6919	765	10.80	0.590	LPS-assembly protein
K04745	499.97	full	all	0.968613	553	492	1960	537	2.71	0.590	carbohydrate 6-sulfotransferase 2 [EC:2.8.2.-]
K04746	525.67	domain	all	0.819143	419	401	1733	441	4.21	0.590	carbohydrate 6-sulfotransferase 4 [EC:2.8.2.-]
K04747	67.90	full	all	0.898588	106	63	112	92	2.54	0.621	nitric oxide reductase NorF protein
K04748	178.20	domain	trim	0.983635	1514	1360	1298	342	6.37	0.590	nitric oxide reductase NorQ protein
K04749	68.67	domain	all	0.681872	4963	4134	1399	203	26.40	0.590	anti-sigma B factor antagonist
K04750	57.53	domain	all	0.990053	6985	5973	1804	286	14.85	0.590	PhnB protein
K04751	116.07	domain	trim	0.551995	7088	4782	656	151	7.51	0.590	nitrogen regulatory protein P-II 1
K04752	202.77	domain	all	0.578461	3745	2031	336	165	2.14	0.591	nitrogen regulatory protein P-II 2
K04753	502.63	full	all	1.000000	696	436	522	471	0.93	0.590	suppressor of ftsI
K04754	99.13	full	all	0.999851	4134	3355	2491	302	4.79	0.590	phospholipid-binding lipoprotein MlaA
K04755	123.43	domain	all	0.656914	5263	3944	602	163	7.63	0.590	ferredoxin, 2Fe-2S
K04756	95.47	full	all	1.000000	1339	1032	457	235	2.85	0.591	lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]
K04757	55.37	domain	trim	0.664945	3826	3130	2334	275	34.32	0.590	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
K04758	36.83	domain	all	0.848681	6160	4849	1762	211	25.48	0.590	ferrous iron transport protein A
K04759	95.10	domain	all	0.998165	6367	5713	6148	764	4.19	0.590	ferrous iron transport protein B
K04760	192.43	full	all	0.957272	3054	2382	705	251	4.38	0.590	transcription elongation factor GreB
K04761	248.20	domain	all	0.995652	5721	4618	1242	425	5.84	0.590	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K04762	63.63	full	all	0.998945	5156	4272	1139	254	8.10	0.590	ribosome-associated heat shock protein Hsp15
K04763	302.03	full	all	0.556438	14762	12074	8750	462	26.48	0.590	integrase/recombinase XerD
K04764	118.50	domain	all	0.944346	4316	2514	565	173	6.53	0.590	integration host factor subunit alpha
K04765	252.27	full	all	0.755985	3681	3166	1775	344	3.80	0.590	nucleoside triphosphate diphosphatase [EC:3.6.1.9]
K04766	124.17	full	all	0.997265	689	547	382	210	1.80	0.589	acetoin utilization protein AcuA [EC:2.3.1.-]
K04767	140.10	domain	all	0.862846	1688	1411	979	283	11.58	0.590	acetoin utilization protein AcuB
K04768	366.00	domain	trim	0.982316	1739	1547	1682	649	3.21	0.590	acetoin utilization protein AcuC
K04769	121.10	domain	all	0.996324	884	680	255	180	1.22	0.590	AbrB family transcriptional regulator, stage V sporulation protein T
K04770	392.83	full	all	1.000000	910	696	995	584	1.72	0.590	Lon-like ATP-dependent protease [EC:3.4.21.-]
K04771	346.53	full	all	0.581437	10452	9078	15834	448	20.64	0.590	serine protease Do [EC:3.4.21.107]
K04772	457.37	domain	all	0.536299	2033	1612	3128	478	7.78	0.590	serine protease DegQ [EC:3.4.21.-]
K04773	192.00	full	all	0.987920	7084	6208	6475	472	7.48	0.590	protease IV [EC:3.4.21.-]
K04774	302.70	full	all	1.000000	1836	1431	791	381	1.26	0.589	serine protease SohB [EC:3.4.21.-]
K04775	121.63	domain	all	0.991870	846	616	1243	319	5.96	0.590	protease YdgD [EC:3.4.21.-]
K04778	696.00	full	all	1.000000	18	9	484	411	0.59	0.591	vibriobactin synthetase
K04780	1975.83	domain	trim	0.914229	241	204	4227	2381	2.17	0.590	glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66]
K04781	398.03	full	all	0.804346	383	296	1043	647	2.24	0.590	salicylate synthetase [EC:5.4.4.2 4.2.99.21]
K04782	86.60	domain	all	0.980606	1048	908	421	177	4.35	0.590	isochorismate pyruvate lyase [EC:4.2.99.21]
K04783	797.70	domain	all	0.822049	174	121	1177	968	1.75	0.590	yersiniabactin salicyl-AMP ligase [EC:6.3.2.-]
K04784	1865.63	domain	all	0.956569	156	122	3627	2071	1.48	0.590	yersiniabactin nonribosomal peptide synthetase
K04785	449.83	full	all	1.000000	121	70	431	367	0.93	0.592	yersiniabactin synthetase, thiazolinyl reductase component
K04786	1667.87	domain	all	0.938617	129	104	5718	3157	1.39	0.591	yersiniabactin nonribosomal peptide/polyketide synthase
K04787	757.77	domain	all	0.927553	243	201	727	543	1.03	0.591	mycobactin salicyl-AMP ligase [EC:6.3.2.-]
K04788	1394.30	domain	all	0.995272	246	213	3270	1275	1.21	0.591	mycobactin phenyloxazoline synthetase
K04789	1372.33	domain	all	0.977587	221	181	4840	1780	1.36	0.589	mycobactin peptide synthetase MbtE
K04790	609.83	domain	all	0.996885	208	162	550	439	0.83	0.592	mycobactin polyketide synthetase MbtC
K04791	888.20	domain	all	0.993711	202	161	2078	1051	1.59	0.590	mycobactin polyketide synthetase MbtD
K04792	1288.77	domain	trim	0.972629	220	179	2439	1489	1.41	0.590	mycobactin peptide synthetase MbtF
K04793	253.57	full	all	1.000000	232	178	887	437	1.24	0.590	mycobactin lysine-N-oxygenase
K04794	44.70	full	all	0.987999	2427	2202	2445	296	9.44	0.590	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]
K04795	280.40	domain	trim	0.878133	437	387	351	226	1.38	0.590	fibrillarin-like pre-rRNA processing protein
K04796	79.93	full	all	0.918989	586	438	243	125	2.92	0.590	small nuclear ribonucleoprotein
K04797	56.37	domain	all	0.936945	1777	1508	1399	237	9.13	0.590	prefoldin alpha subunit
K04798	48.60	domain	all	0.984552	1700	1370	997	210	8.18	0.590	prefoldin beta subunit
K04799	204.63	domain	all	0.995458	2042	1878	3738	448	3.08	0.590	flap endonuclease-1 [EC:3.1.-.-]
K04800	271.37	full	all	0.996328	446	408	1181	485	2.85	0.590	replication factor C large subunit
K04801	377.27	full	all	0.818944	649	581	2944	331	1.80	0.591	replication factor C small subunit
K04802	58.37	full	all	0.989469	2300	1749	2837	373	8.23	0.590	proliferating cell nuclear antigen
K04803	611.80	domain	all	0.930757	682	628	2287	552	3.21	0.590	nicotinic acetylcholine receptor alpha-1
K04804	832.03	domain	all	0.785433	766	748	3627	725	4.31	0.590	nicotinic acetylcholine receptor alpha-2
K04805	813.27	domain	trim	0.658181	764	745	2753	593	4.96	0.590	nicotinic acetylcholine receptor alpha-3
K04806	849.37	domain	all	0.964836	521	512	2251	765	1.58	0.589	nicotinic acetylcholine receptor alpha-4
K04807	700.30	domain	all	0.829009	632	609	2747	568	4.49	0.590	nicotinic acetylcholine receptor alpha-5
K04808	653.43	domain	all	0.621501	1111	1087	3994	731	7.58	0.590	nicotinic acetylcholine receptor alpha-6
K04809	623.70	domain	all	0.746082	1954	1857	5094	507	5.02	0.590	nicotinic acetylcholine receptor alpha-7
K04810	793.13	domain	all	0.836211	797	773	3177	601	5.02	0.590	nicotinic acetylcholine receptor alpha-9
K04811	755.93	domain	all	0.499523	1143	1124	5640	577	5.05	0.590	nicotinic acetylcholine receptor alpha-10
K04812	614.97	domain	all	0.901354	636	619	2768	733	4.52	0.590	nicotinic acetylcholine receptor beta-1
K04813	889.73	full	all	0.856472	802	762	2953	612	1.90	0.590	nicotinic acetylcholine receptor beta-2
K04814	662.20	domain	all	0.740177	954	918	3068	539	6.89	0.590	nicotinic acetylcholine receptor beta-3
K04815	841.03	domain	all	0.906081	545	533	1619	548	2.20	0.589	nicotinic acetylcholine receptor beta-4
K04816	715.77	full	all	0.910524	538	518	2209	639	2.52	0.590	nicotinic acetylcholine receptor delta
K04817	810.17	full	all	0.948249	381	374	2588	610	1.40	0.590	nicotinic acetylcholine receptor epsilon
K04818	867.07	domain	all	0.961995	463	453	1524	602	1.25	0.590	nicotinic acetylcholine receptor gamma
K04819	353.03	domain	all	0.895736	2968	2919	14843	653	5.70	0.590	5-hydroxytryptamine receptor 3
K04824	800.50	full	all	0.961590	346	338	2548	765	2.01	0.590	amiloride-sensitive sodium channel subunit alpha
K04825	718.03	full	all	0.982858	337	327	1921	695	1.83	0.589	amiloride-sensitive sodium channel subunit beta
K04826	786.37	full	all	0.977695	278	275	3607	818	2.02	0.590	amiloride-sensitive sodium channel subunit delta
K04827	735.90	full	all	0.973022	351	324	1849	837	2.78	0.590	amiloride-sensitive sodium channel subunit gamma
K04828	720.87	domain	all	0.732920	701	613	3106	537	4.49	0.590	acid-sensing ion channel 2
K04829	811.83	domain	all	0.792672	748	697	3213	585	4.40	0.590	acid-sensing ion channel 1
K04830	806.27	domain	all	0.795759	537	523	3468	604	4.19	0.590	acid-sensing ion channel 3
K04831	738.30	domain	all	0.838636	654	617	3661	614	4.47	0.590	acid-sensing ion channel 4
K04832	472.63	domain	all	0.893422	382	379	2343	546	4.26	0.590	acid-sensing ion channel 5
K04833	4321.63	full	trim	0.904888	306	280	2469	2011	0.54	0.591	voltage-gated sodium channel type I alpha
K04834	3213.37	full	all	0.525389	1094	1045	10225	1889	1.18	0.589	voltage-gated sodium channel type II alpha
K04835	385.60	full	all	1.000000	315	259	543	413	1.15	0.589	methylaspartate ammonia-lyase [EC:4.3.1.2]
K04836	4229.73	domain	trim	0.741440	226	210	2515	2001	0.70	0.591	voltage-gated sodium channel type III alpha
K04837	3080.47	domain	all	0.805001	761	757	6018	1877	1.71	0.590	voltage-gated sodium channel type IV alpha
K04838	3293.73	full	all	0.855017	660	657	5733	2026	1.07	0.590	voltage-gated sodium channel type V alpha
K04839	2627.30	full	all	0.984538	165	165	2175	1682	0.92	0.589	voltage-gated sodium channel type VII alpha
K04840	3419.50	full	all	0.953509	660	626	3689	1980	1.08	0.591	voltage-gated sodium channel type VIII alpha
K04841	3945.37	full	trim	0.957017	180	176	2163	1988	0.56	0.588	voltage-gated sodium channel type IX alpha
K04842	3373.20	full	trim	0.828588	293	287	4179	1967	0.92	0.589	voltage-gated sodium channel type X alpha
K04843	2641.50	full	trim	0.903062	185	181	3689	1798	1.00	0.590	voltage-gated sodium channel type XI alpha
K04845	287.30	full	all	0.975436	751	646	1215	324	2.73	0.590	voltage-gated sodium channel type I beta
K04846	161.40	domain	all	0.977310	494	406	1403	307	4.04	0.590	voltage-gated sodium channel type II beta
K04847	289.10	full	all	0.986443	499	414	1090	300	1.87	0.590	voltage-gated sodium channel type III beta
K04848	166.47	domain	all	0.951824	698	631	1708	300	3.69	0.590	voltage-gated sodium channel type IV beta
K04849	3784.33	full	all	0.925427	615	614	9390	2381	1.02	0.589	voltage-dependent calcium channel N type alpha-1B
K04850	3792.83	full	all	0.938952	478	475	6027	2296	0.82	0.591	voltage-dependent calcium channel L type alpha-1C
K04851	3057.03	full	all	0.796330	997	990	13305	1923	1.55	0.589	voltage-dependent calcium channel L type alpha-1D
K04852	3546.23	full	all	0.964160	640	634	6248	2483	0.80	0.588	voltage-dependent calcium channel R type alpha-1E
K04853	3520.17	full	all	0.898827	536	534	6409	2031	0.74	0.589	voltage-dependent calcium channel L type alpha-1F
K04854	2859.60	full	all	0.890130	751	749	14026	2155	1.29	0.590	voltage-dependent calcium channel T type alpha-1G
K04855	3402.50	full	all	0.929792	485	484	6959	2381	1.19	0.590	voltage-dependent calcium channel T type alpha-1H
K04856	2287.17	domain	trim	0.923031	642	640	7424	2109	1.49	0.590	voltage-dependent calcium channel T type alpha-1I
K04857	3113.87	full	trim	0.961894	601	599	4979	1865	1.47	0.590	voltage-dependent calcium channel L type alpha-1S
K04858	1529.30	full	all	0.932771	665	643	3160	1146	2.06	0.589	voltage-dependent calcium channel alpha-2/delta-1
K04859	1541.27	full	all	0.927079	693	680	5220	1249	2.03	0.590	voltage-dependent calcium channel alpha-2/delta-2
K04860	1375.17	full	all	0.820986	992	959	8581	1172	2.59	0.590	voltage-dependent calcium channel alpha-2/delta-3
K04861	1661.93	full	all	0.791352	811	802	6517	1269	2.00	0.590	voltage-dependent calcium channel alpha-2/delta-4
K04862	1048.33	full	trim	0.955607	454	417	1357	635	0.77	0.589	voltage-dependent calcium channel beta-1
K04863	861.23	full	all	0.841037	845	805	4368	711	1.95	0.589	voltage-dependent calcium channel beta-2
K04864	862.47	full	all	0.954027	577	482	2070	593	0.87	0.589	voltage-dependent calcium channel beta-3
K04865	893.17	full	all	0.970130	648	518	1694	613	1.02	0.590	voltage-dependent calcium channel beta-4
K04866	284.70	full	all	0.988425	646	568	1150	305	1.90	0.589	voltage-dependent calcium channel gamma-1
K04867	636.73	full	trim	0.916488	621	330	1149	543	1.87	0.590	voltage-dependent calcium channel gamma-2
K04868	591.03	domain	all	0.656701	629	428	1395	421	1.78	0.590	voltage-dependent calcium channel gamma-3
K04869	527.60	domain	trim	0.986123	621	509	1481	419	1.08	0.589	voltage-dependent calcium channel gamma-4
K04870	488.80	full	all	0.888423	704	568	1521	398	4.08	0.590	voltage-dependent calcium channel gamma-5
K04871	291.80	full	all	0.977477	537	497	1063	425	2.53	0.590	voltage-dependent calcium channel gamma-6
K04872	516.47	domain	all	0.901130	581	378	1422	413	3.43	0.590	voltage-dependent calcium channel gamma-7
K04873	572.40	full	trim	0.949714	539	456	1925	436	1.23	0.590	voltage-dependent calcium channel gamma-8
K04874	892.10	domain	all	0.609893	1142	938	4740	776	3.16	0.590	potassium voltage-gated channel Shaker-related subfamily A member 1
K04875	741.90	domain	trim	0.910982	727	489	1856	513	2.49	0.590	potassium voltage-gated channel Shaker-related subfamily A member 2
K04876	940.83	domain	all	0.915480	696	632	2331	664	1.94	0.590	potassium voltage-gated channel Shaker-related subfamily A member 3
K04877	904.70	domain	all	0.996610	492	445	1404	631	0.87	0.590	potassium voltage-gated channel Shaker-related subfamily A member 4
K04878	905.27	domain	all	0.971272	478	463	1641	633	1.12	0.590	potassium voltage-gated channel Shaker-related subfamily A member 5
K04879	827.73	domain	all	0.652587	672	606	2261	575	1.82	0.590	potassium voltage-gated channel Shaker-related subfamily A member 6
K04880	795.63	domain	trim	0.902158	527	486	1921	568	1.94	0.589	potassium voltage-gated channel Shaker-related subfamily A member 7
K04881	803.73	domain	all	0.989433	662	623	1589	542	0.91	0.588	potassium voltage-gated channel Shaker-related subfamily A member 10
K04882	814.90	full	trim	0.921318	650	567	1310	511	1.16	0.590	potassium voltage-gated channel Shaker-related subfamily A, beta member 1
K04883	765.63	full	all	0.820440	889	747	3338	737	2.74	0.590	potassium voltage-gated channel Shaker-related subfamily A, beta member 2
K04884	782.97	full	all	0.905952	472	449	2047	577	1.74	0.591	potassium voltage-gated channel Shaker-related subfamily A, beta member 3
K04885	1079.83	full	all	0.792335	961	911	6641	891	2.42	0.590	potassium voltage-gated channel Shab-related subfamily B member 1
K04886	1219.93	domain	all	0.842013	663	649	3267	850	2.04	0.590	potassium voltage-gated channel Shab-related subfamily B member 2
K04887	718.00	full	all	0.680386	1473	1259	5810	611	3.06	0.590	potassium voltage-gated channel Shaw-related subfamily C member 1
K04888	988.03	domain	all	0.856396	534	478	2629	663	2.16	0.590	potassium voltage-gated channel Shaw-related subfamily C member 2
K04889	1130.70	full	all	0.885711	607	571	4000	724	1.98	0.590	potassium voltage-gated channel Shaw-related subfamily C member 3
